0|CREATE_APPLICATION|null|org.jrebirth.analyzer.JRebirthAnalyzer|null
51|CREATE_VIEW|org.jrebirth.analyzer.ui.editor.ball.BallModel|org.jrebirth.analyzer.ui.editor.ball.BallView|null
52|CREATE_CONTROLLER|org.jrebirth.analyzer.ui.editor.ball.BallView|org.jrebirth.analyzer.ui.editor.ball.BallController|null
53|ACCESS_MODEL|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
54|CREATE_MODEL|org.jrebirth.core.facade.UiFacade|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
55|CREATE_VIEW|org.jrebirth.analyzer.ui.editor.ball.BallModel|org.jrebirth.analyzer.ui.editor.ball.BallView|null
56|CREATE_CONTROLLER|org.jrebirth.analyzer.ui.editor.ball.BallView|org.jrebirth.analyzer.ui.editor.ball.BallController|null
57|ACCESS_MODEL|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
58|CREATE_MODEL|org.jrebirth.core.facade.UiFacade|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
59|CREATE_VIEW|org.jrebirth.analyzer.ui.editor.ball.BallModel|org.jrebirth.analyzer.ui.editor.ball.BallView|null
60|CREATE_CONTROLLER|org.jrebirth.analyzer.ui.editor.ball.BallView|org.jrebirth.analyzer.ui.editor.ball.BallController|null
61|ACCESS_MODEL|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
62|CREATE_MODEL|org.jrebirth.core.facade.UiFacade|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
63|CREATE_VIEW|org.jrebirth.analyzer.ui.editor.ball.BallModel|org.jrebirth.analyzer.ui.editor.ball.BallView|null
64|CREATE_CONTROLLER|org.jrebirth.analyzer.ui.editor.ball.BallView|org.jrebirth.analyzer.ui.editor.ball.BallController|null
65|ACCESS_MODEL|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
66|CREATE_MODEL|org.jrebirth.core.facade.UiFacade|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
67|CREATE_VIEW|org.jrebirth.analyzer.ui.editor.ball.BallModel|org.jrebirth.analyzer.ui.editor.ball.BallView|null
68|CREATE_CONTROLLER|org.jrebirth.analyzer.ui.editor.ball.BallView|org.jrebirth.analyzer.ui.editor.ball.BallController|null
69|ACCESS_MODEL|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
70|CREATE_MODEL|org.jrebirth.core.facade.UiFacade|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
71|CREATE_VIEW|org.jrebirth.analyzer.ui.editor.ball.BallModel|org.jrebirth.analyzer.ui.editor.ball.BallView|null
72|CREATE_CONTROLLER|org.jrebirth.analyzer.ui.editor.ball.BallView|org.jrebirth.analyzer.ui.editor.ball.BallController|null
73|CREATE_WAVE|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.core.wave.WaveBase|null
74|CREATE_COMMAND|org.jrebirth.core.facade.CommandFacade|org.jrebirth.analyzer.command.ShowBallCommand|null
75|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.EditorModel|null
76|CREATE_WAVE|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.core.wave.WaveBase|null77|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null

78|CREATE_WAVE|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.core.wave.WaveBase|null
79|CREATE_WAVE|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.core.wave.WaveBase|null
80|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.EditorModel|null
81|CREATE_WAVE|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.core.wave.WaveBase|null82|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null

83|CREATE_WAVE|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.core.wave.WaveBase|null
84|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.EditorModel|null
85|CREATE_WAVE|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.core.wave.WaveBase|null86|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null

87|CREATE_WAVE|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.core.wave.WaveBase|null
88|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.EditorModel|null
89|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null90|CREATE_WAVE|org.jrebirth.analyzer.command.ProcessEventCommand|org.jrebirth.core.wave.WaveBase|null

91|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.EditorModel|null
92|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
93|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.EditorModel|null
94|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
95|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.EditorModel|null
96|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
97|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.EditorModel|null
98|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
99|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.EditorModel|null
100|ACCESS_MODEL|org.jrebirth.analyzer.command.ShowBallCommand|org.jrebirth.analyzer.ui.editor.ball.BallModel|null
